YIL;AY;URETIM_KAYNAGI;URETIM_MIKTARI
2017;3;Göksu Kuyuları;4158752
2017;3;Sarıkız Kuyuları;2034248
2017;3;Güzelhisar Barajı;180431
2017;3;Ürkmez Barajı;52855
2017;3;Balçova Barajı;0
2017;3;Tahtalı Barajı;7451000
2017;3;Alaçatı Kutlu Aktaş Barajı;322238
2017;3;Gördes Barajı;0
2017;3;Buca ve Sarnıç Kuyuları;0
2017;3;Pınarbaşı Kuyuları;128606
2017;3;Halkapınar Kuyuları;2289600
2017;3;Menemen - Çavuşköy Kuyuları;1319860
2017;3;Ödemiş İçme Suyu Arıtma Tesisleri;424954
2017;2;Ödemiş İçme Suyu Arıtma Tesisleri;387831
2017;2;Menemen - Çavuşköy Kuyuları;1239006
2017;2;Halkapınar Kuyuları;2052480
2017;2;Pınarbaşı Kuyuları;116705
2017;2;Buca ve Sarnıç Kuyuları;0
2017;2;Gördes Barajı;0
2017;2;Alaçatı Kutlu Aktaş Barajı;258524
2017;2;Tahtalı Barajı;6746300
2017;2;Balçova Barajı;0
2017;2;Ürkmez Barajı;46814
2017;2;Güzelhisar Barajı;163076
2017;2;Sarıkız Kuyuları;1797068
2017;2;Göksu Kuyuları;3762928
2017;1;Göksu Kuyuları;3195336
2017;1;Sarıkız Kuyuları;3035164
2017;1;Menemen - Çavuşköy Kuyuları;1449736
2017;1;Güzelhisar Barajı;180411
2017;1;Ürkmez Barajı;50621
2017;1;Tahtalı Barajı;6927500
2017;1;Balçova Barajı;0
2017;1;Alaçatı Kutlu Aktaş Barajı;286751
2017;1;Buca ve Sarnıç Kuyuları;0
2017;1;Gördes Barajı;0
2017;1;Pınarbaşı Kuyuları;132483
2017;1;Halkapınar Kuyuları;2867392
2017;1;Ödemiş İçme Suyu Arıtma Tesisleri;328530
2016;12;Ödemiş İçme Suyu Arıtma Tesisleri;100384
2016;12;Alaçatı Kutlu Aktaş Barajı;258560
2016;12;Pınarbaşı Kuyuları;121578
2016;12;Buca ve Sarnıç Kuyuları;0
2016;12;Gördes Barajı;0
2016;12;Göksu Kuyuları;2593496
2016;12;Tahtalı Barajı;6930300
2016;12;Balçova Barajı;0
2016;12;Ürkmez Barajı;51338
2016;12;Güzelhisar Barajı;179564
2016;12;Sarıkız Kuyuları;3538504
2016;12;Menemen - Çavuşköy Kuyuları;1451156
2016;12;Halkapınar Kuyuları;2850304
2016;11;Halkapınar Kuyuları;2639112
2016;11;Menemen - Çavuşköy Kuyuları;1211828
2016;11;Sarıkız Kuyuları;3505556
2016;11;Güzelhisar Barajı;179034
2016;11;Ürkmez Barajı;60115
2016;11;Balçova Barajı;0
2016;11;Tahtalı Barajı;6973700
2016;11;Göksu Kuyuları;2756944
2016;11;Buca ve Sarnıç Kuyuları;0
2016;11;Pınarbaşı Kuyuları;120445
2016;11;Alaçatı Kutlu Aktaş Barajı;269290
2016;11;Gördes Barajı;0
2016;11;Ödemiş İçme Suyu Arıtma Tesisleri;77499
2016;10;Ödemiş İçme Suyu Arıtma Tesisleri;0
2016;10;Alaçatı Kutlu Aktaş Barajı;317879
2016;10;Pınarbaşı Kuyuları;130049
2016;10;Buca ve Sarnıç Kuyuları;0
2016;10;Gördes Barajı;0
2016;10;Göksu Kuyuları;3126712
2016;10;Tahtalı Barajı;7307200
2016;10;Balçova Barajı;477960
2016;10;Ürkmez Barajı;88573
2016;10;Güzelhisar Barajı;187810
2016;10;Sarıkız Kuyuları;3671788
2016;10;Menemen - Çavuşköy Kuyuları;1350191
2016;10;Halkapınar Kuyuları;2765120
2016;9;Halkapınar Kuyuları;2670400
2016;9;Menemen - Çavuşköy Kuyuları;1221352
2016;9;Sarıkız Kuyuları;3384032
2016;9;Güzelhisar Barajı;182589
2016;9;Ürkmez Barajı;151274
2016;9;Balçova Barajı;940950
2016;9;Tahtalı Barajı;7187900
2016;9;Göksu Kuyuları;3443968
2016;9;Gördes Barajı;0
2016;9;Buca ve Sarnıç Kuyuları;0
2016;9;Pınarbaşı Kuyuları;127844
2016;9;Alaçatı Kutlu Aktaş Barajı;455599
2016;9;Ödemiş İçme Suyu Arıtma Tesisleri;0
2016;8;Ödemiş İçme Suyu Arıtma Tesisleri;0
2016;8;Alaçatı Kutlu Aktaş Barajı;653932
2016;8;Pınarbaşı Kuyuları;141413
2016;8;Buca ve Sarnıç Kuyuları;0
2016;8;Gördes Barajı;0
2016;8;Göksu Kuyuları;3853624
2016;8;Tahtalı Barajı;8664600
2016;8;Balçova Barajı;890434
2016;8;Ürkmez Barajı;210529
2016;8;Güzelhisar Barajı;194726
2016;8;Sarıkız Kuyuları;2963176
2016;8;Menemen - Çavuşköy Kuyuları;1402240
2016;8;Halkapınar Kuyuları;2480640
2016;7;Halkapınar Kuyuları;2329840
2016;7;Menemen - Çavuşköy Kuyuları;1237720
2016;7;Sarıkız Kuyuları;3721256
2016;7;Güzelhisar Barajı;195856
2016;7;Ürkmez Barajı;223328
2016;7;Balçova Barajı;921284
2016;7;Tahtalı Barajı;8621800
2016;7;Göksu Kuyuları;3152944
2016;7;Gördes Barajı;0
2016;7;Buca ve Sarnıç Kuyuları;0
2016;7;Pınarbaşı Kuyuları;138197
2016;7;Alaçatı Kutlu Aktaş Barajı;650685
2016;7;Ödemiş İçme Suyu Arıtma Tesisleri;12661
2016;6;Ödemiş İçme Suyu Arıtma Tesisleri;74346
2016;6;Alaçatı Kutlu Aktaş Barajı;604962
2016;6;Pınarbaşı Kuyuları;134245
2016;6;Buca ve Sarnıç Kuyuları;0
2016;6;Gördes Barajı;0
2016;6;Göksu Kuyuları;2978816
2016;6;Tahtalı Barajı;8342100
2016;6;Balçova Barajı;1006110
2016;6;Ürkmez Barajı;168188
2016;6;Güzelhisar Barajı;171608
2016;6;Sarıkız Kuyuları;3393164
2016;6;Menemen - Çavuşköy Kuyuları;1306995
2016;6;Halkapınar Kuyuları;2460680
2016;5;Halkapınar Kuyuları;2189160
2016;5;Menemen - Çavuşköy Kuyuları;1339357
2016;5;Sarıkız Kuyuları;3672800
2016;5;Güzelhisar Barajı;172320
2016;5;Ürkmez Barajı;142305
2016;5;Balçova Barajı;339246
2016;5;Tahtalı Barajı;7852700
2016;5;Göksu Kuyuları;2433700
2016;5;Gördes Barajı;0
2016;5;Buca ve Sarnıç Kuyuları;0
2016;5;Pınarbaşı Kuyuları;132096
2016;5;Alaçatı Kutlu Aktaş Barajı;519686
2016;5;Ödemiş İçme Suyu Arıtma Tesisleri;297722
2016;4;Alaçatı Kutlu Aktaş Barajı;443059
2016;4;Ödemiş İçme Suyu Arıtma Tesisleri;418308
2016;4;Buca ve Sarnıç Kuyuları;0
2016;4;Gördes Barajı;0
2016;4;Tahtalı Barajı;7701200
2016;4;Balçova Barajı;252538
2016;4;Göksu Kuyuları;2006088
2016;4;Ürkmez Barajı;128836
2016;4;Güzelhisar Barajı;176015
2016;4;Sarıkız Kuyuları;3478412
2016;4;Menemen - Çavuşköy Kuyuları;1105573
2016;4;Halkapınar Kuyuları;2391480
2016;4;Pınarbaşı Kuyuları;120030
2016;3;Pınarbaşı Kuyuları;110752
2016;3;Halkapınar Kuyuları;2673573
2016;3;Menemen - Çavuşköy Kuyuları;1140340
2016;3;Sarıkız Kuyuları;3356253
2016;3;Güzelhisar Barajı;180178
2016;3;Ürkmez Barajı;121625
2016;3;Göksu Kuyuları;1899747
2016;3;Balçova Barajı;0
2016;3;Tahtalı Barajı;7572900
2016;3;Gördes Barajı;0
2016;3;Buca ve Sarnıç Kuyuları;0
2016;3;Ödemiş İçme Suyu Arıtma Tesisleri;245960
2016;3;Alaçatı Kutlu Aktaş Barajı;452003
2016;2;Alaçatı Kutlu Aktaş Barajı;424427
2016;2;Ödemiş İçme Suyu Arıtma Tesisleri;92593
2016;2;Buca ve Sarnıç Kuyuları;0
2016;2;Gördes Barajı;0
2016;2;Tahtalı Barajı;6563100
2016;2;Balçova Barajı;24000
2016;2;Göksu Kuyuları;5321000
2016;2;Ürkmez Barajı;135645
2016;2;Güzelhisar Barajı;168602
2016;2;Sarıkız Kuyuları;0
2016;2;Menemen - Çavuşköy Kuyuları;1185061
2016;2;Halkapınar Kuyuları;2490360
2016;2;Pınarbaşı Kuyuları;104862
2016;1;Pınarbaşı Kuyuları;113775
2016;1;Menemen - Çavuşköy Kuyuları;1062601
2016;1;Halkapınar Kuyuları;2599800
2016;1;Sarıkız Kuyuları;0
2016;1;Güzelhisar Barajı;180270
2016;1;Göksu Kuyuları;5448000
2016;1;Balçova Barajı;0
2016;1;Ürkmez Barajı;134545
2016;1;Tahtalı Barajı;7651100
2016;1;Gördes Barajı;0
2016;1;Alaçatı Kutlu Aktaş Barajı;451877
2016;1;Buca ve Sarnıç Kuyuları;0
2016;1;Ödemiş İçme Suyu Arıtma Tesisleri;199718
2015;12;Ödemiş İçme Suyu Arıtma Tesisleri;141917
2015;12;Gördes Barajı;0
2015;12;Alaçatı Kutlu Aktaş Barajı;466411
2015;12;Göksu Kuyuları;5472500
2015;12;Tahtalı Barajı;7690700
2015;12;Balçova Barajı;0
2015;12;Ürkmez Barajı;142479
2015;12;Güzelhisar Barajı;174220
2015;12;Sarıkız Kuyuları;0
2015;12;Menemen - Çavuşköy Kuyuları;1031572
2015;12;Halkapınar Kuyuları;2459176
2015;12;Pınarbaşı Kuyuları;113510
2015;12;Buca ve Sarnıç Kuyuları;0
2015;11;Buca ve Sarnıç Kuyuları;0
2015;11;Pınarbaşı Kuyuları;107347
2015;11;Halkapınar Kuyuları;2315100
2015;11;Menemen - Çavuşköy Kuyuları;1326621
2015;11;Sarıkız Kuyuları;66052
2015;11;Güzelhisar Barajı;172245
2015;11;Ürkmez Barajı;134363
2015;11;Balçova Barajı;3420
2015;11;Tahtalı Barajı;7367200
2015;11;Göksu Kuyuları;5309148
2015;11;Gördes Barajı;0
2015;11;Ödemiş İçme Suyu Arıtma Tesisleri;91915
2015;11;Alaçatı Kutlu Aktaş Barajı;479962
2015;10;Ödemiş İçme Suyu Arıtma Tesisleri;14400
2015;10;Gördes Barajı;0
2015;10;Alaçatı Kutlu Aktaş Barajı;530912
2015;10;Göksu Kuyuları;2953736
2015;10;Tahtalı Barajı;8255700
2015;10;Balçova Barajı;170420
2015;10;Ürkmez Barajı;167413
2015;10;Güzelhisar Barajı;179055
2015;10;Sarıkız Kuyuları;1847264
2015;10;Menemen - Çavuşköy Kuyuları;1530895
2015;10;Halkapınar Kuyuları;2675080
2015;10;Pınarbaşı Kuyuları;116161
2015;10;Buca ve Sarnıç Kuyuları;0
2015;9;Buca ve Sarnıç Kuyuları;0
2015;9;Pınarbaşı Kuyuları;115369
2015;9;Halkapınar Kuyuları;2416010
2015;9;Menemen - Çavuşköy Kuyuları;1384940
2015;9;Sarıkız Kuyuları;3318716
2015;9;Güzelhisar Barajı;164190
2015;9;Ürkmez Barajı;211871
2015;9;Balçova Barajı;947999
2015;9;Tahtalı Barajı;6689500
2015;9;Göksu Kuyuları;3510384
2015;9;Alaçatı Kutlu Aktaş Barajı;493242
2015;9;Gördes Barajı;0
2015;9;Ödemiş İçme Suyu Arıtma Tesisleri;0
2015;8;Ödemiş İçme Suyu Arıtma Tesisleri;0
2015;8;Alaçatı Kutlu Aktaş Barajı;624683
2015;8;Göksu Kuyuları;3479536
2015;8;Tahtalı Barajı;6920400
2015;8;Balçova Barajı;1291043
2015;8;Ürkmez Barajı;254754
2015;8;Güzelhisar Barajı;165580
2015;8;Sarıkız Kuyuları;3540264
2015;8;Menemen - Çavuşköy Kuyuları;1443195
2015;8;Halkapınar Kuyuları;2418660
2015;8;Pınarbaşı Kuyuları;116616
2015;8;Buca ve Sarnıç Kuyuları;0
2015;8;Gördes Barajı;0
2015;7;Gördes Barajı;0
2015;7;Buca ve Sarnıç Kuyuları;0
2015;7;Pınarbaşı Kuyuları;121932
2015;7;Halkapınar Kuyuları;2386110
2015;7;Menemen - Çavuşköy Kuyuları;1400153
2015;7;Sarıkız Kuyuları;3533644
2015;7;Güzelhisar Barajı;159610
2015;7;Ürkmez Barajı;251718
2015;7;Balçova Barajı;1500319
2015;7;Tahtalı Barajı;6614200
2015;7;Göksu Kuyuları;3476856
2015;7;Alaçatı Kutlu Aktaş Barajı;656384
2015;7;Ödemiş İçme Suyu Arıtma Tesisleri;62925
2015;6;Ödemiş İçme Suyu Arıtma Tesisleri;227413
2015;6;Alaçatı Kutlu Aktaş Barajı;566835
2015;6;Göksu Kuyuları;3330788
2015;6;Tahtalı Barajı;5800000
2015;6;Balçova Barajı;1109880
2015;6;Ürkmez Barajı;202509
2015;6;Güzelhisar Barajı;157530
2015;6;Sarıkız Kuyuları;1062132
2015;6;Menemen - Çavuşköy Kuyuları;1369015
2015;6;Halkapınar Kuyuları;2395440
2015;6;Pınarbaşı Kuyuları;112211
2015;6;Buca ve Sarnıç Kuyuları;0
2015;6;Gördes Barajı;2218245
2015;5;Gördes Barajı;1745812
2015;5;Buca ve Sarnıç Kuyuları;0
2015;5;Pınarbaşı Kuyuları;111507
2015;5;Halkapınar Kuyuları;2637490
2015;5;Menemen - Çavuşköy Kuyuları;1348714
2015;5;Sarıkız Kuyuları;0
2015;5;Güzelhisar Barajı;157430
2015;5;Ürkmez Barajı;159719
2015;5;Balçova Barajı;1408188
2015;5;Tahtalı Barajı;6572500
2015;5;Göksu Kuyuları;3900635
2015;5;Alaçatı Kutlu Aktaş Barajı;576997
2015;5;Ödemiş İçme Suyu Arıtma Tesisleri;384845
2015;4;Ödemiş İçme Suyu Arıtma Tesisleri;424272
2015;4;Alaçatı Kutlu Aktaş Barajı;488948
2015;4;Göksu Kuyuları;4214364
2015;4;Tahtalı Barajı;4835200
2015;4;Balçova Barajı;1109189
2015;4;Ürkmez Barajı;139155
2015;4;Güzelhisar Barajı;138260
2015;4;Sarıkız Kuyuları;0
2015;4;Menemen - Çavuşköy Kuyuları;713010
2015;4;Halkapınar Kuyuları;2441520
2015;4;Pınarbaşı Kuyuları;110258
2015;4;Buca ve Sarnıç Kuyuları;0
2015;4;Gördes Barajı;2237636
2015;3;Gördes Barajı;2309554
2015;3;Buca ve Sarnıç Kuyuları;0
2015;3;Pınarbaşı Kuyuları;113200
2015;3;Halkapınar Kuyuları;2560290
2015;3;Menemen - Çavuşköy Kuyuları;927510
2015;3;Sarıkız Kuyuları;0
2015;3;Güzelhisar Barajı;143060
2015;3;Ürkmez Barajı;128242
2015;3;Balçova Barajı;1319485
2015;3;Tahtalı Barajı;5013800
2015;3;Göksu Kuyuları;3621935
2015;3;Alaçatı Kutlu Aktaş Barajı;465963
2015;3;Ödemiş İçme Suyu Arıtma Tesisleri;419977
2015;2;Ödemiş İçme Suyu Arıtma Tesisleri;359919
2015;2;Alaçatı Kutlu Aktaş Barajı;267771
2015;2;Göksu Kuyuları;4105950
2015;2;Tahtalı Barajı;4473700
2015;2;Balçova Barajı;190386
2015;2;Ürkmez Barajı;115558
2015;2;Güzelhisar Barajı;130128
2015;2;Sarıkız Kuyuları;0
2015;2;Menemen - Çavuşköy Kuyuları;931100
2015;2;Halkapınar Kuyuları;2266050
2015;2;Pınarbaşı Kuyuları;100982
2015;2;Buca ve Sarnıç Kuyuları;0
2015;2;Gördes Barajı;2256120
2015;1;Gördes Barajı;2460750
2015;1;Buca ve Sarnıç Kuyuları;0
2015;1;Halkapınar Kuyuları;2462880
2015;1;Pınarbaşı Kuyuları;109134
2015;1;Menemen - Çavuşköy Kuyuları;1240618
2015;1;Sarıkız Kuyuları;0
2015;1;Ürkmez Barajı;138918
2015;1;Güzelhisar Barajı;123822
2015;1;Balçova Barajı;0
2015;1;Tahtalı Barajı;5029000
2015;1;Göksu Kuyuları;4750750
2015;1;Alaçatı Kutlu Aktaş Barajı;171532
2015;1;Ödemiş İçme Suyu Arıtma Tesisleri;403906
2014;12;Göksu Kuyuları;4840061
2014;12;Tahtalı Barajı;4793800
2014;12;Balçova Barajı;0
2014;12;Ürkmez Barajı;124276
2014;12;Güzelhisar Barajı;134120
2014;12;Sarıkız Kuyuları;0
2014;12;Menemen - Çavuşköy Kuyuları;1246243
2014;12;Halkapınar Kuyuları;2403120
2014;12;Pınarbaşı Kuyuları;109633
2014;12;Buca ve Sarnıç Kuyuları;0
2014;12;Gördes Barajı;2417540
2014;12;Alaçatı Kutlu Aktaş Barajı;138536
2014;11;Alaçatı Kutlu Aktaş Barajı;141083
2014;11;Gördes Barajı;2326596
2014;11;Buca ve Sarnıç Kuyuları;0
2014;11;Pınarbaşı Kuyuları;107940
2014;11;Halkapınar Kuyuları;2322810
2014;11;Menemen - Çavuşköy Kuyuları;1220901
2014;11;Sarıkız Kuyuları;0
2014;11;Güzelhisar Barajı;108301
2014;11;Ürkmez Barajı;134839
2014;11;Balçova Barajı;0
2014;11;Tahtalı Barajı;4629200
2014;11;Göksu Kuyuları;4760404
2014;10;Göksu Kuyuları;4893723
2014;10;Tahtalı Barajı;5114800
2014;10;Balçova Barajı;191328
2014;10;Ürkmez Barajı;179116
2014;10;Güzelhisar Barajı;112349
2014;10;Sarıkız Kuyuları;0
2014;10;Menemen - Çavuşköy Kuyuları;1313362
2014;10;Halkapınar Kuyuları;2348250
2014;10;Pınarbaşı Kuyuları;112359
2014;10;Buca ve Sarnıç Kuyuları;0
2014;10;Gördes Barajı;2418279
2014;10;Alaçatı Kutlu Aktaş Barajı;275939
2014;9;Alaçatı Kutlu Aktaş Barajı;337612
2014;9;Gördes Barajı;2337314
2014;9;Buca ve Sarnıç Kuyuları;0
2014;9;Pınarbaşı Kuyuları;112021
2014;9;Halkapınar Kuyuları;2323890
2014;9;Menemen - Çavuşköy Kuyuları;1334389
2014;9;Sarıkız Kuyuları;0
2014;9;Güzelhisar Barajı;137505
2014;9;Ürkmez Barajı;184946
2014;9;Balçova Barajı;729888
2014;9;Tahtalı Barajı;5370100
2014;9;Göksu Kuyuları;4586896
2014;8;Göksu Kuyuları;3161174
2014;8;Tahtalı Barajı;7353300
2014;8;Balçova Barajı;1064743
2014;8;Ürkmez Barajı;254269
2014;8;Güzelhisar Barajı;143575
2014;8;Sarıkız Kuyuları;0
2014;8;Menemen - Çavuşköy Kuyuları;1373063
2014;8;Halkapınar Kuyuları;2391560
2014;8;Pınarbaşı Kuyuları;123517
2014;8;Buca ve Sarnıç Kuyuları;0
2014;8;Gördes Barajı;2404726
2014;8;Alaçatı Kutlu Aktaş Barajı;527032
2014;7;Alaçatı Kutlu Aktaş Barajı;490925
2014;7;Gördes Barajı;2390835
2014;7;Buca ve Sarnıç Kuyuları;0
2014;7;Pınarbaşı Kuyuları;118983
2014;7;Halkapınar Kuyuları;2393190
2014;7;Menemen - Çavuşköy Kuyuları;1306200
2014;7;Sarıkız Kuyuları;0
2014;7;Güzelhisar Barajı;120830
2014;7;Ürkmez Barajı;240983
2014;7;Balçova Barajı;894731
2014;7;Tahtalı Barajı;7487700
2014;7;Göksu Kuyuları;3246854
2014;6;Göksu Kuyuları;3178803
2014;6;Tahtalı Barajı;6419400
2014;6;Balçova Barajı;751856
2014;6;Ürkmez Barajı;206311
2014;6;Güzelhisar Barajı;154355
2014;6;Sarıkız Kuyuları;0
2014;6;Menemen - Çavuşköy Kuyuları;1341600
2014;6;Halkapınar Kuyuları;2320919
2014;6;Pınarbaşı Kuyuları;117611
2014;6;Buca ve Sarnıç Kuyuları;0
2014;6;Gördes Barajı;2324028
2014;6;Alaçatı Kutlu Aktaş Barajı;450311
2014;5;Alaçatı Kutlu Aktaş Barajı;441321
2014;5;Gördes Barajı;2401617
2014;5;Buca ve Sarnıç Kuyuları;0
2014;5;Pınarbaşı Kuyuları;145402
2014;5;Halkapınar Kuyuları;2491319
2014;5;Menemen - Çavuşköy Kuyuları;1350600
2014;5;Sarıkız Kuyuları;0
2014;5;Güzelhisar Barajı;159165
2014;5;Ürkmez Barajı;150122
2014;5;Balçova Barajı;448293
2014;5;Tahtalı Barajı;6260200
2014;5;Göksu Kuyuları;3142161
2014;4;Göksu Kuyuları;3031588
2014;4;Tahtalı Barajı;5545300
2014;4;Balçova Barajı;0
2014;4;Ürkmez Barajı;123374
2014;4;Güzelhisar Barajı;156399
2014;4;Sarıkız Kuyuları;0
2014;4;Menemen - Çavuşköy Kuyuları;1336500
2014;4;Halkapınar Kuyuları;2468930
2014;4;Pınarbaşı Kuyuları;112124
2014;4;Buca ve Sarnıç Kuyuları;0
2014;4;Gördes Barajı;2337162
2014;4;Alaçatı Kutlu Aktaş Barajı;448445
2014;3;Alaçatı Kutlu Aktaş Barajı;0
2014;3;Gördes Barajı;2433788
2014;3;Buca ve Sarnıç Kuyuları;0
2014;3;Pınarbaşı Kuyuları;115062
2014;3;Halkapınar Kuyuları;2624660
2014;3;Menemen - Çavuşköy Kuyuları;1316018
2014;3;Sarıkız Kuyuları;0
2014;3;Güzelhisar Barajı;172481
2014;3;Ürkmez Barajı;120289
2014;3;Balçova Barajı;164143
2014;3;Tahtalı Barajı;5224000
2014;3;Göksu Kuyuları;3181467
2014;2;Göksu Kuyuları;2734711
2014;2;Tahtalı Barajı;4532900
2014;2;Balçova Barajı;511132
2014;2;Ürkmez Barajı;102599
2014;2;Güzelhisar Barajı;96350
2014;2;Sarıkız Kuyuları;0
2014;2;Menemen - Çavuşköy Kuyuları;1088900
2014;2;Halkapınar Kuyuları;2418987
2014;2;Pınarbaşı Kuyuları;97866
2014;2;Buca ve Sarnıç Kuyuları;0
2014;2;Gördes Barajı;2195366
2014;2;Alaçatı Kutlu Aktaş Barajı;0
2014;1;Alaçatı Kutlu Aktaş Barajı;0
2014;1;Gördes Barajı;2419290
2014;1;Buca ve Sarnıç Kuyuları;0
2014;1;Halkapınar Kuyuları;2693941
2014;1;Pınarbaşı Kuyuları;113371
2014;1;Menemen - Çavuşköy Kuyuları;1054400
2014;1;Sarıkız Kuyuları;0
2014;1;Ürkmez Barajı;123465
2014;1;Güzelhisar Barajı;159990
2014;1;Balçova Barajı;256844
2014;1;Tahtalı Barajı;5308900
2014;1;Göksu Kuyuları;3137469
2013;12;Buca ve Sarnıç Kuyuları;0
2013;12;Gördes Barajı;2426167
2013;12;Halkapınar Kuyuları;2721500
2013;12;Pınarbaşı Kuyuları;115815
2013;12;Tahtalı Barajı;5197100
2013;12;Balçova Barajı;33410
2013;12;Ürkmez Barajı;136368
2013;12;Güzelhisar Barajı;157721
2013;12;Sarıkız Kuyuları;0
2013;12;Menemen - Çavuşköy Kuyuları;1375900
2013;12;Göksu Kuyuları;3134231
2013;11;Göksu Kuyuları;2942086
2013;11;Sarıkız Kuyuları;0
2013;11;Güzelhisar Barajı;131199
2013;11;Ürkmez Barajı;137399
2013;11;Balçova Barajı;0
2013;11;Tahtalı Barajı;5408400
2013;11;Pınarbaşı Kuyuları;121016
2013;11;Halkapınar Kuyuları;2625298
2013;11;Menemen - Çavuşköy Kuyuları;1354700
2013;11;Gördes Barajı;2395249
2013;11;Buca ve Sarnıç Kuyuları;0
2013;10;Buca ve Sarnıç Kuyuları;0
2013;10;Gördes Barajı;2493613
2013;10;Halkapınar Kuyuları;2761226
2013;10;Pınarbaşı Kuyuları;128760
2013;10;Tahtalı Barajı;5898300
2013;10;Balçova Barajı;0
2013;10;Ürkmez Barajı;146303
2013;10;Güzelhisar Barajı;138818
2013;10;Sarıkız Kuyuları;0
2013;10;Menemen - Çavuşköy Kuyuları;1408100
2013;10;Göksu Kuyuları;3227618
2013;9;Göksu Kuyuları;4040814
2013;9;Menemen - Çavuşköy Kuyuları;1334200
2013;9;Sarıkız Kuyuları;0
2013;9;Güzelhisar Barajı;154962
2013;9;Ürkmez Barajı;180218
2013;9;Balçova Barajı;423332
2013;9;Tahtalı Barajı;5666900
2013;9;Pınarbaşı Kuyuları;125098
2013;9;Halkapınar Kuyuları;2786037
2013;9;Gördes Barajı;2443920
2013;9;Buca ve Sarnıç Kuyuları;0
2013;8;Gördes Barajı;1487065
2013;8;Halkapınar Kuyuları;2889037
2013;8;Pınarbaşı Kuyuları;127805
2013;8;Buca ve Sarnıç Kuyuları;34891
2013;8;Balçova Barajı;469406
2013;8;Ürkmez Barajı;242469
2013;8;Güzelhisar Barajı;164603
2013;8;Sarıkız Kuyuları;0
2013;8;Menemen - Çavuşköy Kuyuları;1402952
2013;8;Göksu Kuyuları;4217974
2013;8;Tahtalı Barajı;7193200
2013;7;Tahtalı Barajı;6573500
