YIL;AY;URETIM_KAYNAGI;URETIM_MIKTARI
2013;7;Göksu Kuyuları;5522511
2013;7;Menemen - Çavuşköy Kuyuları;1408092
2013;7;Sarıkız Kuyuları;0
2013;7;Güzelhisar Barajı;163077
2013;7;Ürkmez Barajı;247701
2013;7;Balçova Barajı;1047388
2013;7;Buca ve Sarnıç Kuyuları;73592
2013;7;Pınarbaşı Kuyuları;128215
2013;7;Halkapınar Kuyuları;2938356
2013;7;Gördes Barajı;0
2013;6;Gördes Barajı;2161486
2013;6;Halkapınar Kuyuları;2797957
2013;6;Pınarbaşı Kuyuları;112169
2013;6;Buca ve Sarnıç Kuyuları;81571
2013;6;Balçova Barajı;1166352
2013;6;Ürkmez Barajı;213124
2013;6;Güzelhisar Barajı;154820
2013;6;Sarıkız Kuyuları;0
2013;6;Menemen - Çavuşköy Kuyuları;1409531
2013;6;Göksu Kuyuları;2794168
2013;6;Tahtalı Barajı;6061500
2013;5;Tahtalı Barajı;5483200
2013;5;Göksu Kuyuları;2623041
2013;5;Menemen - Çavuşköy Kuyuları;1178348
2013;5;Sarıkız Kuyuları;0
2013;5;Güzelhisar Barajı;155545
2013;5;Ürkmez Barajı;174440
2013;5;Balçova Barajı;925963
2013;5;Buca ve Sarnıç Kuyuları;85730
2013;5;Pınarbaşı Kuyuları;112829
2013;5;Halkapınar Kuyuları;2899441
2013;5;Gördes Barajı;2845846
2013;4;Gördes Barajı;2749291
2013;4;Halkapınar Kuyuları;2913696
2013;4;Pınarbaşı Kuyuları;113384
2013;4;Buca ve Sarnıç Kuyuları;81852
2013;4;Balçova Barajı;702157
2013;4;Ürkmez Barajı;132202
2013;4;Güzelhisar Barajı;145145
2013;4;Sarıkız Kuyuları;0
2013;4;Menemen - Çavuşköy Kuyuları;847213
2013;4;Tahtalı Barajı;4839100
2013;4;Göksu Kuyuları;2435926
2013;3;Göksu Kuyuları;2867751
2013;3;Tahtalı Barajı;4958100
2013;3;Menemen - Çavuşköy Kuyuları;897616
2013;3;Sarıkız Kuyuları;0
2013;3;Güzelhisar Barajı;134250
2013;3;Ürkmez Barajı;128681
2013;3;Balçova Barajı;142380
2013;3;Buca ve Sarnıç Kuyuları;76143
2013;3;Pınarbaşı Kuyuları;114528
2013;3;Halkapınar Kuyuları;2940546
2013;3;Gördes Barajı;2793325
2013;2;Gördes Barajı;2567822
2013;2;Halkapınar Kuyuları;2489811
2013;2;Pınarbaşı Kuyuları;104587
2013;2;Buca ve Sarnıç Kuyuları;82230
2013;2;Balçova Barajı;0
2013;2;Ürkmez Barajı;114270
2013;2;Güzelhisar Barajı;111425
2013;2;Sarıkız Kuyuları;0
2013;2;Menemen - Çavuşköy Kuyuları;1036676
2013;2;Tahtalı Barajı;4463900
2013;2;Göksu Kuyuları;2577702
2013;1;Göksu Kuyuları;3052490
2013;1;Tahtalı Barajı;4841700
2013;1;Menemen - Çavuşköy Kuyuları;1398942
2013;1;Halkapınar Kuyuları;2536544
2013;1;Sarıkız Kuyuları;0
2013;1;Güzelhisar Barajı;132515
2013;1;Balçova Barajı;0
2013;1;Ürkmez Barajı;142087
2013;1;Buca ve Sarnıç Kuyuları;84005
2013;1;Pınarbaşı Kuyuları;122397
2013;1;Gördes Barajı;2793470
2012;12;Buca ve Sarnıç Kuyuları;74288
2012;12;Menemen - Çavuşköy Kuyuları;1461731
2012;12;Halkapınar Kuyuları;2588236
2012;12;Pınarbaşı Kuyuları;117913
2012;12;Göksu Kuyuları;4440874
2012;12;Tahtalı Barajı;4569800
2012;12;Balçova Barajı;0
2012;12;Ürkmez Barajı;135307
2012;12;Sarıkız Kuyuları;0
2012;12;Gördes Barajı;1466239
2012;11;Sarıkız Kuyuları;0
2012;11;Ürkmez Barajı;113565
2012;11;Balçova Barajı;190050
2012;11;Tahtalı Barajı;4611900
2012;11;Göksu Kuyuları;3061146
2012;11;Gördes Barajı;2759628
2012;11;Halkapınar Kuyuları;2466739
2012;11;Menemen - Çavuşköy Kuyuları;1362226
2012;11;Buca ve Sarnıç Kuyuları;69256
2012;11;Pınarbaşı Kuyuları;113551
2012;10;Buca ve Sarnıç Kuyuları;72879
2012;10;Menemen - Çavuşköy Kuyuları;1379557
2012;10;Halkapınar Kuyuları;2503109
2012;10;Pınarbaşı Kuyuları;119005
2012;10;Göksu Kuyuları;4130252
2012;10;Tahtalı Barajı;4835500
2012;10;Balçova Barajı;604688
2012;10;Ürkmez Barajı;144040
2012;10;Sarıkız Kuyuları;0
2012;10;Gördes Barajı;2847075
2012;9;Gördes Barajı;2865426
2012;9;Sarıkız Kuyuları;0
2012;9;Ürkmez Barajı;155834
2012;9;Balçova Barajı;531666
2012;9;Tahtalı Barajı;5635000
2012;9;Göksu Kuyuları;3528226
2012;9;Pınarbaşı Kuyuları;118272
2012;9;Halkapınar Kuyuları;2497983
2012;9;Menemen - Çavuşköy Kuyuları;1390287
2012;9;Buca ve Sarnıç Kuyuları;68028
2012;8;Buca ve Sarnıç Kuyuları;77425
2012;8;Menemen - Çavuşköy Kuyuları;1382856
2012;8;Halkapınar Kuyuları;2560278
2012;8;Pınarbaşı Kuyuları;128283
2012;8;Göksu Kuyuları;2971425
2012;8;Tahtalı Barajı;7205800
2012;8;Balçova Barajı;712202
2012;8;Ürkmez Barajı;222978
2012;8;Sarıkız Kuyuları;326688
2012;8;Gördes Barajı;2632551
2012;7;Gördes Barajı;1247519
2012;7;Sarıkız Kuyuları;1138720
2012;7;Ürkmez Barajı;237598
2012;7;Balçova Barajı;785202
2012;7;Tahtalı Barajı;7594500
2012;7;Göksu Kuyuları;2906506
2012;7;Pınarbaşı Kuyuları;129978
2012;7;Halkapınar Kuyuları;2737324
2012;7;Menemen - Çavuşköy Kuyuları;1462490
2012;7;Buca ve Sarnıç Kuyuları;76543
2012;6;Buca ve Sarnıç Kuyuları;89798
2012;6;Menemen - Çavuşköy Kuyuları;1433595
2012;6;Halkapınar Kuyuları;2663855
2012;6;Pınarbaşı Kuyuları;126978
2012;6;Göksu Kuyuları;3132486
2012;6;Tahtalı Barajı;6559100
2012;6;Balçova Barajı;786962
2012;6;Ürkmez Barajı;178414
2012;6;Sarıkız Kuyuları;1177004
2012;6;Gördes Barajı;944810
2012;5;Gördes Barajı;0
2012;5;Sarıkız Kuyuları;1755515
2012;5;Ürkmez Barajı;117333
2012;5;Balçova Barajı;672340
2012;5;Tahtalı Barajı;5562000
2012;5;Göksu Kuyuları;3456191
2012;5;Pınarbaşı Kuyuları;115707
2012;5;Halkapınar Kuyuları;2707080
2012;5;Menemen - Çavuşköy Kuyuları;1487407
2012;5;Buca ve Sarnıç Kuyuları;90130
2012;4;Buca ve Sarnıç Kuyuları;110107
2012;4;Halkapınar Kuyuları;2743426
2012;4;Pınarbaşı Kuyuları;102919
2012;4;Göksu Kuyuları;3536044
2012;4;Tahtalı Barajı;5244800
2012;4;Balçova Barajı;426552
2012;4;Ürkmez Barajı;105061
2012;4;Sarıkız Kuyuları;1680700
2012;4;Menemen - Çavuşköy Kuyuları;1395397
2012;4;Gördes Barajı;0
2012;3;Gördes Barajı;0
2012;3;Menemen - Çavuşköy Kuyuları;1435543
2012;3;Sarıkız Kuyuları;1765428
2012;3;Ürkmez Barajı;96933
2012;3;Balçova Barajı;399371
2012;3;Tahtalı Barajı;4865100
2012;3;Göksu Kuyuları;3795240
2012;3;Pınarbaşı Kuyuları;108918
2012;3;Halkapınar Kuyuları;2693203
2012;3;Buca ve Sarnıç Kuyuları;101258
2012;2;Buca ve Sarnıç Kuyuları;83639
2012;2;Halkapınar Kuyuları;2494962
2012;2;Pınarbaşı Kuyuları;110024
2012;2;Göksu Kuyuları;3491322
2012;2;Tahtalı Barajı;4816400
2012;2;Balçova Barajı;97142
2012;2;Ürkmez Barajı;90062
2012;2;Sarıkız Kuyuları;1568500
2012;2;Menemen - Çavuşköy Kuyuları;1405283
2012;2;Gördes Barajı;0
2012;1;Gördes Barajı;0
2012;1;Göksu Kuyuları;4109870
2012;1;Menemen - Çavuşköy Kuyuları;1506900
2012;1;Ürkmez Barajı;108031
2012;1;Sarıkız Kuyuları;1655853
2012;1;Balçova Barajı;37220
2012;1;Tahtalı Barajı;4836400
2012;1;Pınarbaşı Kuyuları;117192
2012;1;Buca ve Sarnıç Kuyuları;77592
2012;1;Halkapınar Kuyuları;2472514
2011;12;Buca ve Sarnıç Kuyuları;84072
2011;12;Pınarbaşı Kuyuları;111797
2011;12;Sarıkız Kuyuları;1834952
2011;12;Menemen - Çavuşköy Kuyuları;1597464
2011;12;Halkapınar Kuyuları;2497260
2011;12;Göksu Kuyuları;4135890
2011;12;Tahtalı Barajı;4838600
2011;12;Balçova Barajı;0
2011;12;Ürkmez Barajı;102492
2011;12;Güzelhisar Barajı;0
2011;12;Gördes Barajı;0
2011;11;Gördes Barajı;0
2011;11;Güzelhisar Barajı;0
2011;11;Ürkmez Barajı;0
2011;11;Balçova Barajı;188108
2011;11;Tahtalı Barajı;4775400
2011;11;Göksu Kuyuları;4205562
2011;11;Halkapınar Kuyuları;2368628
2011;11;Menemen - Çavuşköy Kuyuları;1509490
2011;11;Sarıkız Kuyuları;1773194
2011;11;Pınarbaşı Kuyuları;115781
2011;11;Buca ve Sarnıç Kuyuları;70071
2011;10;Buca ve Sarnıç Kuyuları;78968
2011;10;Pınarbaşı Kuyuları;125172
2011;10;Sarıkız Kuyuları;399607
2011;10;Menemen - Çavuşköy Kuyuları;1606022
2011;10;Halkapınar Kuyuları;2611259
2011;10;Göksu Kuyuları;3175840
2011;10;Tahtalı Barajı;5730700
2011;10;Balçova Barajı;193736
2011;10;Ürkmez Barajı;131293
2011;10;Güzelhisar Barajı;0
2011;10;Gördes Barajı;1923845
2011;9;Gördes Barajı;969694
2011;9;Güzelhisar Barajı;0
2011;9;Ürkmez Barajı;0
2011;9;Balçova Barajı;605233
2011;9;Tahtalı Barajı;6662000
2011;9;Göksu Kuyuları;4079120
2011;9;Halkapınar Kuyuları;2614414
2011;9;Menemen - Çavuşköy Kuyuları;1539785
2011;9;Sarıkız Kuyuları;51840
2011;9;Pınarbaşı Kuyuları;124117
2011;9;Buca ve Sarnıç Kuyuları;74957
2011;8;Pınarbaşı Kuyuları;129302
2011;8;Buca ve Sarnıç Kuyuları;73073
2011;8;Menemen - Çavuşköy Kuyuları;1499293
2011;8;Halkapınar Kuyuları;2730169
2011;8;Göksu Kuyuları;4745803
2011;8;Tahtalı Barajı;7016000
2011;8;Balçova Barajı;929789
2011;8;Ürkmez Barajı;0
2011;8;Güzelhisar Barajı;0
2011;8;Sarıkız Kuyuları;53568
2011;8;Gördes Barajı;852905
2011;7;Gördes Barajı;3558915
2011;7;Sarıkız Kuyuları;53568
2011;7;Güzelhisar Barajı;0
2011;7;Ürkmez Barajı;0
2011;7;Balçova Barajı;1023851
2011;7;Tahtalı Barajı;5164700
2011;7;Göksu Kuyuları;3627850
2011;7;Halkapınar Kuyuları;2865515
2011;7;Menemen - Çavuşköy Kuyuları;1314469
2011;7;Buca ve Sarnıç Kuyuları;77255
2011;7;Pınarbaşı Kuyuları;127737
2011;6;Pınarbaşı Kuyuları;119536
2011;6;Buca ve Sarnıç Kuyuları;80364
2011;6;Menemen - Çavuşköy Kuyuları;1175577
2011;6;Halkapınar Kuyuları;2500033
2011;6;Göksu Kuyuları;2146817
2011;6;Tahtalı Barajı;6434950
2011;6;Balçova Barajı;727909
2011;6;Ürkmez Barajı;0
2011;6;Güzelhisar Barajı;0
2011;6;Sarıkız Kuyuları;51840
2011;6;Gördes Barajı;3490966
2011;5;Gördes Barajı;924432
2011;5;Sarıkız Kuyuları;1337300
2011;5;Güzelhisar Barajı;0
2011;5;Ürkmez Barajı;0
2011;5;Balçova Barajı;948180
2011;5;Tahtalı Barajı;5324500
2011;5;Göksu Kuyuları;3567468
2011;5;Halkapınar Kuyuları;2837044
2011;5;Menemen - Çavuşköy Kuyuları;1121260
2011;5;Buca ve Sarnıç Kuyuları;89141
2011;5;Pınarbaşı Kuyuları;112856
2011;4;Buca ve Sarnıç Kuyuları;85405
2011;4;Menemen - Çavuşköy Kuyuları;1006079
2011;4;Halkapınar Kuyuları;2822751
2011;4;Pınarbaşı Kuyuları;109133
2011;4;Tahtalı Barajı;4915400
2011;4;Balçova Barajı;360999
2011;4;Ürkmez Barajı;0
2011;4;Güzelhisar Barajı;0
2011;4;Sarıkız Kuyuları;1698253
2011;4;Gördes Barajı;0
2011;4;Göksu Kuyuları;3697181
2011;3;Göksu Kuyuları;3933607
2011;3;Gördes Barajı;0
2011;3;Sarıkız Kuyuları;1850009
2011;3;Güzelhisar Barajı;0
2011;3;Ürkmez Barajı;0
2011;3;Balçova Barajı;442297
2011;3;Tahtalı Barajı;5278100
2011;3;Pınarbaşı Kuyuları;111016
2011;3;Halkapınar Kuyuları;2811853
2011;3;Menemen - Çavuşköy Kuyuları;939880
2011;3;Buca ve Sarnıç Kuyuları;74186
2011;2;Buca ve Sarnıç Kuyuları;64060
2011;2;Menemen - Çavuşköy Kuyuları;1465528
2011;2;Halkapınar Kuyuları;2526331
2011;2;Pınarbaşı Kuyuları;98999
2011;2;Tahtalı Barajı;5177500
2011;2;Balçova Barajı;371873
2011;2;Ürkmez Barajı;0
2011;2;Güzelhisar Barajı;0
2011;2;Sarıkız Kuyuları;1278647
2011;2;Gördes Barajı;0
2011;2;Göksu Kuyuları;2882680
2011;1;Göksu Kuyuları;3785420
2011;1;Gördes Barajı;0
2011;1;Sarıkız Kuyuları;1874961
2011;1;Güzelhisar Barajı;0
2011;1;Balçova Barajı;274201
2011;1;Ürkmez Barajı;0
2011;1;Tahtalı Barajı;4930400
2011;1;Pınarbaşı Kuyuları;110403
2011;1;Menemen - Çavuşköy Kuyuları;1346328
2011;1;Halkapınar Kuyuları;2613066
2011;1;Buca ve Sarnıç Kuyuları;69187
2010;12;Pınarbaşı Kuyuları;112513
2010;12;Buca ve Sarnıç Kuyuları;73508
2010;12;Menemen - Çavuşköy Kuyuları;1556903
2010;12;Halkapınar Kuyuları;2734349
2010;12;Tahtalı Barajı;5053200
2010;12;Balçova Barajı;100115
2010;12;Ürkmez Barajı;0
2010;12;Güzelhisar Barajı;0
2010;12;Sarıkız Kuyuları;1798232
2010;12;Göksu Kuyuları;3670986
2010;11;Sarıkız Kuyuları;1739599
2010;11;Güzelhisar Barajı;0
2010;11;Ürkmez Barajı;121551
2010;11;Balçova Barajı;0
2010;11;Tahtalı Barajı;5502700
2010;11;Halkapınar Kuyuları;2612132
2010;11;Menemen - Çavuşköy Kuyuları;1513179
2010;11;Göksu Kuyuları;3505777
2010;11;Buca ve Sarnıç Kuyuları;70643
2010;11;Pınarbaşı Kuyuları;111334
2010;10;Pınarbaşı Kuyuları;129641
2010;10;Buca ve Sarnıç Kuyuları;76989
2010;10;Menemen - Çavuşköy Kuyuları;1547483
2010;10;Halkapınar Kuyuları;2729338
2010;10;Tahtalı Barajı;6074900
2010;10;Balçova Barajı;0
2010;10;Ürkmez Barajı;121177
2010;10;Güzelhisar Barajı;0
2010;10;Sarıkız Kuyuları;1782198
2010;10;Göksu Kuyuları;3766168
2010;9;Göksu Kuyuları;3809957
2010;9;Sarıkız Kuyuları;1652744
2010;9;Güzelhisar Barajı;0
2010;9;Ürkmez Barajı;158436
2010;9;Balçova Barajı;161517
2010;9;Tahtalı Barajı;6876800
2010;9;Halkapınar Kuyuları;2518158
2010;9;Menemen - Çavuşköy Kuyuları;1500497
2010;9;Buca ve Sarnıç Kuyuları;67959
2010;9;Pınarbaşı Kuyuları;127035
2010;8;Buca ve Sarnıç Kuyuları;70519
2010;8;Menemen - Çavuşköy Kuyuları;1351636
2010;8;Halkapınar Kuyuları;2768321
2010;8;Pınarbaşı Kuyuları;131042
2010;8;Balçova Barajı;1307414
2010;8;Ürkmez Barajı;217831
2010;8;Güzelhisar Barajı;0
2010;8;Sarıkız Kuyuları;1808305
2010;8;Göksu Kuyuları;3768557
2010;8;Tahtalı Barajı;7140500
2010;7;Tahtalı Barajı;6794100
2010;7;Göksu Kuyuları;3634099
2010;7;Sarıkız Kuyuları;1796275
2010;7;Güzelhisar Barajı;0
2010;7;Ürkmez Barajı;232985
2010;7;Balçova Barajı;1539118
2010;7;Pınarbaşı Kuyuları;130712
2010;7;Halkapınar Kuyuları;2844045
2010;7;Menemen - Çavuşköy Kuyuları;871503
2010;7;Buca ve Sarnıç Kuyuları;64996
2010;6;Buca ve Sarnıç Kuyuları;67377
2010;6;Menemen - Çavuşköy Kuyuları;1097034
2010;6;Halkapınar Kuyuları;2686598
2010;6;Pınarbaşı Kuyuları;114106
2010;6;Balçova Barajı;1131037
2010;6;Ürkmez Barajı;0
2010;6;Güzelhisar Barajı;0
2010;6;Sarıkız Kuyuları;1644212
2010;6;Göksu Kuyuları;3522826
2010;6;Tahtalı Barajı;5892900
2010;5;Tahtalı Barajı;5533900
2010;5;Göksu Kuyuları;3784826
2010;5;Sarıkız Kuyuları;1748246
2010;5;Güzelhisar Barajı;0
2010;5;Ürkmez Barajı;136588
2010;5;Balçova Barajı;639203
2010;5;Pınarbaşı Kuyuları;113371
2010;5;Halkapınar Kuyuları;2923403
2010;5;Menemen - Çavuşköy Kuyuları;1527954
2010;5;Buca ve Sarnıç Kuyuları;77763
2010;4;Buca ve Sarnıç Kuyuları;137247
2010;4;Menemen - Çavuşköy Kuyuları;1379221
2010;4;Halkapınar Kuyuları;2824036
2010;4;Pınarbaşı Kuyuları;105631
2010;4;Balçova Barajı;182065
2010;4;Ürkmez Barajı;118593
2010;4;Güzelhisar Barajı;139422
2010;4;Sarıkız Kuyuları;1503221
2010;4;Göksu Kuyuları;3694450
2010;4;Tahtalı Barajı;4795100
2010;3;Tahtalı Barajı;4749700
2010;3;Göksu Kuyuları;3377731
2010;3;Sarıkız Kuyuları;1660472
2010;3;Güzelhisar Barajı;748600
2010;3;Ürkmez Barajı;126425
2010;3;Balçova Barajı;10070
2010;3;Pınarbaşı Kuyuları;106894
2010;3;Halkapınar Kuyuları;2993991
2010;3;Menemen - Çavuşköy Kuyuları;954617
2010;3;Buca ve Sarnıç Kuyuları;153933
2010;2;Buca ve Sarnıç Kuyuları;118943
2010;2;Menemen - Çavuşköy Kuyuları;772958
2010;2;Halkapınar Kuyuları;2505111
2010;2;Pınarbaşı Kuyuları;87430
2010;2;Balçova Barajı;0
2010;2;Ürkmez Barajı;118751
2010;2;Güzelhisar Barajı;307339
2010;2;Sarıkız Kuyuları;1809254
2010;2;Göksu Kuyuları;3103714
2010;2;Tahtalı Barajı;4403500
2010;1;Tahtalı Barajı;4818200
2010;1;Göksu Kuyuları;3238970
2010;1;Menemen - Çavuşköy Kuyuları;934725
2010;1;Sarıkız Kuyuları;2191118
2010;1;Güzelhisar Barajı;804639
2010;1;Balçova Barajı;4358
2010;1;Ürkmez Barajı;98190
2010;1;Pınarbaşı Kuyuları;105082
2010;1;Halkapınar Kuyuları;2453238
2010;1;Buca ve Sarnıç Kuyuları;121861
2009;12;Göksu Kuyuları;3639067
2009;12;Buca ve Sarnıç Kuyuları;157089
2009;12;Menemen - Çavuşköy Kuyuları;1584233
2009;12;Halkapınar Kuyuları;2515030
2009;12;Pınarbaşı Kuyuları;104886
2009;12;Tahtalı Barajı;4731900
2009;12;Balçova Barajı;39424
2009;12;Ürkmez Barajı;0
2009;12;Güzelhisar Barajı;0
2009;12;Sarıkız Kuyuları;1916656
2009;11;Sarıkız Kuyuları;1692547
2009;11;Güzelhisar Barajı;0
2009;11;Ürkmez Barajı;0
2009;11;Balçova Barajı;109205
2009;11;Tahtalı Barajı;4687600
2009;11;Halkapınar Kuyuları;2548043
2009;11;Menemen - Çavuşköy Kuyuları;1476948
2009;11;Buca ve Sarnıç Kuyuları;148083
2009;11;Pınarbaşı Kuyuları;93022
2009;11;Göksu Kuyuları;3790914
2009;10;Göksu Kuyuları;4123176
2009;10;Buca ve Sarnıç Kuyuları;141559
2009;10;Menemen - Çavuşköy Kuyuları;1598705
2009;10;Halkapınar Kuyuları;2648905
2009;10;Pınarbaşı Kuyuları;109277
2009;10;Tahtalı Barajı;4977900
2009;10;Balçova Barajı;4909
2009;10;Ürkmez Barajı;0
2009;10;Güzelhisar Barajı;0
2009;10;Sarıkız Kuyuları;1881008
2009;9;Sarıkız Kuyuları;1840233
2009;9;Güzelhisar Barajı;0
2009;9;Ürkmez Barajı;0
2009;9;Balçova Barajı;111696
2009;9;Tahtalı Barajı;5886700
2009;9;Pınarbaşı Kuyuları;105808
2009;9;Halkapınar Kuyuları;2469294
2009;9;Menemen - Çavuşköy Kuyuları;1559914
2009;9;Buca ve Sarnıç Kuyuları;135818
2009;9;Göksu Kuyuları;3582131
2009;8;Göksu Kuyuları;3607675
2009;8;Buca ve Sarnıç Kuyuları;126276
2009;8;Menemen - Çavuşköy Kuyuları;1599914
2009;8;Halkapınar Kuyuları;2766240
2009;8;Pınarbaşı Kuyuları;121131
2009;8;Tahtalı Barajı;5895600
2009;8;Balçova Barajı;669950
2009;8;Ürkmez Barajı;0
2009;8;Güzelhisar Barajı;0
2009;8;Sarıkız Kuyuları;1986240
2009;7;Sarıkız Kuyuları;1885925
2009;7;Güzelhisar Barajı;0
2009;7;Ürkmez Barajı;0
2009;7;Balçova Barajı;629394
2009;7;Tahtalı Barajı;7447900
2009;7;Pınarbaşı Kuyuları;117643
2009;7;Halkapınar Kuyuları;2691173
2009;7;Menemen - Çavuşköy Kuyuları;1608920
2009;7;Buca ve Sarnıç Kuyuları;152202
2009;7;Göksu Kuyuları;2525681
2009;6;Göksu Kuyuları;3539107
2009;6;Buca ve Sarnıç Kuyuları;158108
2009;6;Menemen - Çavuşköy Kuyuları;1478551
2009;6;Halkapınar Kuyuları;2535316
2009;6;Pınarbaşı Kuyuları;111146
2009;6;Tahtalı Barajı;5640300
2009;6;Balçova Barajı;1222626
2009;6;Ürkmez Barajı;0
2009;6;Güzelhisar Barajı;54225
2009;6;Sarıkız Kuyuları;1800207
2009;5;Sarıkız Kuyuları;1212164
2009;5;Güzelhisar Barajı;255985
2009;5;Ürkmez Barajı;0
2009;5;Balçova Barajı;1268069
2009;5;Tahtalı Barajı;5104100
2009;5;Pınarbaşı Kuyuları;96674
2009;5;Halkapınar Kuyuları;2278400
2009;5;Menemen - Çavuşköy Kuyuları;1490938
2009;5;Buca ve Sarnıç Kuyuları;148676
2009;5;Göksu Kuyuları;4145575
2009;4;Buca ve Sarnıç Kuyuları;106335
2009;4;Göksu Kuyuları;3818139
2009;4;Halkapınar Kuyuları;2221450
2009;4;Pınarbaşı Kuyuları;51783
2009;4;Tahtalı Barajı;4145700
2009;4;Balçova Barajı;1019625
2009;4;Ürkmez Barajı;0
2009;4;Güzelhisar Barajı;302443
2009;4;Sarıkız Kuyuları;1444816
2009;4;Menemen - Çavuşköy Kuyuları;1470802
2009;3;Menemen - Çavuşköy Kuyuları;1305826
2009;3;Sarıkız Kuyuları;1469919
2009;3;Güzelhisar Barajı;731830
2009;3;Ürkmez Barajı;0
2009;3;Balçova Barajı;15918
2009;3;Tahtalı Barajı;4366800
2009;3;Pınarbaşı Kuyuları;70821
2009;3;Halkapınar Kuyuları;2494577
2009;3;Göksu Kuyuları;4332965
2009;3;Buca ve Sarnıç Kuyuları;134319
2009;2;Buca ve Sarnıç Kuyuları;156992
2009;2;Göksu Kuyuları;3780932
2009;2;Halkapınar Kuyuları;2232508
2009;2;Pınarbaşı Kuyuları;73645
2009;2;Tahtalı Barajı;4783100
2009;2;Balçova Barajı;0
2009;2;Ürkmez Barajı;0
2009;2;Güzelhisar Barajı;193739
2009;2;Sarıkız Kuyuları;1243359
2009;2;Menemen - Çavuşköy Kuyuları;895124
2009;1;Menemen - Çavuşköy Kuyuları;1715238
2009;1;Güzelhisar Barajı;0
2009;1;Sarıkız Kuyuları;1157347
2009;1;Ürkmez Barajı;0
2009;1;Balçova Barajı;0
2009;1;Tahtalı Barajı;3810700
2009;1;Pınarbaşı Kuyuları;72952
2009;1;Buca ve Sarnıç Kuyuları;187550
2009;1;Halkapınar Kuyuları;2957437
2009;1;Göksu Kuyuları;4933243
